Sentence,NER
Gujral said he did not expect India 's veto of the Comprehensive Test Ban Treaty ( CTBT ) to damage bilateral ties with other nations .,I-PER O O O O O I-LOC O O O O I-MISC I-MISC I-MISC I-MISC O I-MISC O O O O O O O O O
""" I do not visualise its straining our bilateral relations with any country .",O O O O O O O O O O O O O O
"The text has already been blocked , "" he said .",O O O O O O O O O O O
"Gujral said India would re-examine its position if the treaty , particularly a clause providing for its entry into force , was modified .",I-PER O I-LOC O O O O O O O O O O O O O O O O O O O O O
"Asked what India would do if the pact were forwarded to the United Nations General Assembly , Gujral said : "" That bridge I will cross when I come to it . """,O O I-LOC O O O O O O O O O I-ORG I-ORG I-ORG I-ORG O I-PER O O O O O O O O O O O O O O O
"In a written statement released at the news conference , Gujral reiterated India 's objections to the treaty , under negotiation at the Conference on Disarmament in Geneva .",O O O O O O O O O O I-PER O I-LOC O O O O O O O O O O I-MISC I-MISC I-MISC O I-LOC O
""" It is a sad fact that the nuclear weapon states show no interest in giving up their nuclear hegemony , "" the statement said .",O O O O O O O O O O O O O O O O O O O O O O O O O O
Gujral said India had national security concerns that made it impossible for New Delhi to sign the CTBT .,I-PER O I-LOC O O O O O O O O O I-LOC I-LOC O O O I-MISC O
""" Our security concerns oblige us to maintain our nuclear option , "" he said , adding that India had exercised restraint in not carrying out any nuclear tests since the country 's lone test blast in 1974 .",O O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O O O O O O O O
"He said : "" We cannot accept constraints on our option as long as nuclear weapon states continue to rely on their nuclear arsenals for their security "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-,O
Britain says death of its citizen will sour ties .,I-LOC O O O O O O O O O
DHAKA 1996-08-22,I-LOC O
A British minister expressed his government 's official disquiet on Thursday at the recent death of a British citizen of Bangladeshi origin at Dhaka airport .,O I-MISC O O O O O O O O O O O O O O O I-MISC O O I-MISC O O I-LOC O O
""" I have told Bangladesh leaders that British goverment has attached serious importance to the resolution of the tragic death of Siraj Mia , "" Under-Secretary of State for Foreign and Commonwealth Affairs Liam Fox Fox , told reporters .",O O O O I-LOC O O I-MISC O O O O O O O O O O O O O I-PER I-PER O O O O O O O O I-ORG O I-PER I-PER I-PER O O O O
Siraj Mia died at Dhaka airport on May 9 during interogation by customs officials after arriving from London .,I-PER I-PER O O I-LOC O O O O O O O O O O O O I-LOC O
"His body bore multiple injuries , and his relatives complained that he was murdered .",O O O O O O O O O O O O O O O
A post-mortem report suggested he might have been tortured .,O O O O O O O O O O
But customs authorities said the passenger was drunk and died of loss of blood from a deep cut in his wrist after he hit a glass sheet .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fox , who arrived in Bangladesh on Tuesday on four-day visit , said Britain wanted Dhaka to act seriously on the case .",I-PER O O O O I-LOC O O O O O O O I-LOC O I-LOC O O O O O O O
""" This is one of the reasons of my visit here ...",O O O O O O O O O O O O
"this is an important issue in our relationship "" , said Fox , who is due to leave for Nepal on Friday .",O O O O O O O O O O O I-PER O O O O O O O I-LOC O O O
Fox said the incident had strained relations between the two governments .,I-PER O O O O O O O O O O O
He said the Mia 's issue had been raised in the House of Commons .,O O O I-PER O O O O O O O I-ORG I-ORG I-ORG O
Fox said he had brought up the issue at every meeting he had had with government leaders in Dhaka .,I-PER O O O O O O O O O O O O O O O O O I-LOC O
He said the Bangladesh government had assured him it was taking the matter seriously .,O O O I-LOC O O O O O O O O O O O
""" The British government wants a thorough investigation and a just outcome , "" he said .",O O I-MISC O O O O O O O O O O O O O O
Fox said the British government wanted an end to the alleged harassment of its nationals at Dhaka airport by customs officials .,I-PER O O I-MISC O O O O O O O O O O O O I-LOC O O O O O
Bangladesh 's Criminal Investigation Department has charged two immigration officials in connection with Mia 's killing .,I-LOC O I-ORG I-ORG I-ORG O O O O O O O O I-PER O O O
"Mia , a father of five children , had a restaurant business in a London suburb .",I-PER O O O O O O O O O O O O O I-LOC O O
-DOCSTART-,O
India fears attempts to disrupt Kashmir polls .,I-LOC O O O O I-LOC O O
"SRINAGAR , India 1996-08-22",I-LOC O I-LOC O
India 's Home ( interior ) Minister accused Pakistan on on Thursday of planning to disrupt state elections in troubled Jammu and Kashmir state .,I-LOC O O O O O O O I-LOC O O O O O O O O O O O I-LOC O I-LOC O O
""" It seems that from across the border there is going to be a planned attempt to disrupt the elections , "" Inderjit Gupta told reporters in the state capital Srinagar .",O O O O O O O O O O O O O O O O O O O O O O I-PER I-PER O O O O O O I-LOC O
"The local polls next month will be the first since 1987 in the state , clamped under direct rule from New Delhi since 1990 .",O O O O O O O O O O O O O O O O O O O O I-LOC I-LOC O O O
"India has often accused Pakistan of abetting militancy in the valley , a charge Islamabad has always denied .",I-LOC O O O I-LOC O O O O O O O O O I-LOC O O O O
Gupta said there might be an increase in the number of people infiltrating the Kashmir valley to create disturbance in the region .,I-PER O O O O O O O O O O O O O I-LOC O O O O O O O O
""" We noticed among the people who come from across the border , there is a growing number of foreign mercenaries , "" Gupta said .",O O O O O O O O O O O O O O O O O O O O O O O I-PER O O
India and Pakistan have fought two of their three wars over the troubled region of Kashmir since independence from Britain in 1947 .,I-LOC O I-LOC O O O O O O O O O O O O I-LOC O O O I-LOC O O O
"Prime Minister H.D. Deve Gowda 's centre-left government hopes the elections will help restore normality and democratic rule in Jammu and Kashmir , where more than 20,000 people have died in insurgency-related violence since 1990 .",O O I-PER I-PER I-PER O O O O O O O O O O O O O O I-LOC O I-LOC O O O O O O O O O O O O O O
Over a dozen militant groups are fighting New Delhi 's rule in the state .,O O O O O O O I-LOC I-LOC O O O O O O
-DOCSTART-,O
"Dhaka stocks end up on gains by engineering , banks .",I-LOC O O O O O O O O O O
DHAKA 1996-08-22,I-LOC O
"Dhaka stocks edged up on sharply higher volume as engineering and cash shares gained amid buying by both small and institutional investors , brokers said .",I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
"The Dhaka Stock Exchange ( DSE ) all-share price index rose 8.05 points or 0.7 percent to 1,156.79 on a turnover of 146.2 million taka .",O I-ORG I-ORG I-ORG O I-ORG O O O O O O O O O O O O O O O O O O O O
"Of the total 119 issues traded 71 closed higher , 44 ended lower and four remained unchanged .",O O O O O O O O O O O O O O O O O O
.,O
"National Bank rose 12.71 taka to 228.7 , Eastern Cables gained 20.37 to 677.98 and Apex Tannery lost 22.72 to 597 .",I-ORG I-ORG O O O O O O I-ORG I-ORG O O O O O I-ORG I-ORG O O O O O
Brokers said the stocks recovered early losses to edge up at close because of institutional support and short-covering ahead of Friday weekend .,O O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-,O
India RBI chief sees cut in cash reserve ratio .,I-LOC I-ORG O O O O O O O O
NEW DELHI 1996-08-22,I-LOC I-LOC O
The Reserve bank of India governor C. Rangarajan said on Thursday that he expected the cash reserve ratio ( CRR ) maintained by banks to be reduced over the medium term .,O I-ORG I-ORG I-ORG I-ORG O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O
""" Over the medium term , yes , "" he told Reuters after addressing industrialists in the capital .",O O O O O O O O O O O I-ORG O O O O O O O
He denied having said in a recent newspaper interview that the CRR could be raised if necessary .,O O O O O O O O O O O O O O O O O O
He said he was only trying ( in that newspaper report ) to explain the theoretical position on the use of the CRR by central banks to manage money supply .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Rangarajan explained that the cash reserve ratio was an instrument that central banks could use to regulate money supply by reducing or increasing the ratio .,I-PER O O O O O O O O O O O O O O O O O O O O O O O O O
"But in the current context , the government stood by an earlier commitment to reduce it over a period of time , he said in response to a question .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"-- New Delhi newsroom , +91-11-3012024",O I-LOC I-LOC O O O
-DOCSTART-,O
Two pct India current account deficit viable - RBI .,O O I-LOC O O O O O I-ORG O
BOMBAY 1996-08-22,I-LOC O
The Reserve Bank of India Governor Chakravarty Rangarajan said on Thursday that a current account deficit of two percent of gross domestic product ( GDP ) was sustainable given the currrent rate of growth .,O I-ORG I-ORG I-ORG I-ORG O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" The current account deficit of around two percent of GDP is a sustainable level of deficit given the expected real growth rate and the trends in imports and exports , "" Rangarajan said in an address to business leaders in New Delhi .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-PER O O O O O O O O I-LOC I-LOC O
Rangarajan said a current account deficit of two percent brought about by a 16-17 percent annual growth in exports and a 14-15 percent rise in imports along with an increase in non-debt flows could lead to a reduction in the debt-service ratio to below 20 percent over the next five years .,I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-- Bombay newsroom +91-22-265 9000,O I-LOC O O O
-DOCSTART-,O
Mother Teresa devoted to world 's poor .,I-PER I-PER O O O O O O
CALCUTTA 1996-08-22,I-LOC O
"Mother Teresa , known as the Saint of the Gutters , won the Nobel Peace Prize in 1979 for bringing hope and dignity to millions of poor , unwanted people with her simple message : "" The poor must know that we love them . """,I-PER I-PER O O O O I-PER I-PER I-PER I-PER O O O I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"While the world heaps honours on her and even regards her as a living saint , the nun of Albanian descent maintains she is merely doing God 's work .",O O O O O O O O O O O O O O O O O O O I-MISC O O O O O O I-PER O O O
""" It gives me great joy and fulfilment to love and care for the poor and neglected , "" she said . """,O O O O O O O O O O O O O O O O O O O O O O O
The poor do not need our sympathy and pity .,O O O O O O O O O O
"They need our love and compassion . """,O O O O O O O O
The diminutive Roman Catholic missionary was on respiratory support in intensive care in an Indian nursing home on Thursday after suffering heart failure .,O O I-MISC I-MISC O O O O O O O O O O I-MISC O O O O O O O O O
"But an attending doctor said Mother Teresa , who turns 86 next Tuesday , was conscious and in stable condition .",O O O O O I-PER I-PER O O O O O O O O O O O O O O
"The task Mother Teresa began alone in 1949 in the slums of densely-populated Calcutta , and grew to touch the hearts of people around the world .",O O I-PER I-PER O O O O O O O O O I-LOC O O O O O O O O O O O O O
"When in 1979 she was told she had won the Nobel Peace Prize , she said characteristically : "" I am unworthy . """,O O O O O O O O O O I-MISC I-MISC I-MISC O O O O O O O O O O O
"The world disagreed , showering more than 80 national and international honours on her including the Bharat Ratna , or Jewel of India , the country 's highest civilian award .",O O O O O O O O O O O O O O O O I-MISC I-MISC O O I-MISC I-MISC I-MISC O O O O O O O O
Her health began to deteriorate in 1989 when she was fitted with a heart pacemaker .,O O O O O O O O O O O O O O O O
"A year later , the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",O O O O O I-LOC O O O O O O O O O I-ORG I-ORG I-ORG O O
More than 100 delegates flew in from around the world to elect a successor .,O O O O O O O O O O O O O O O
"They could not agree , so asked her to stay on .",O O O O O O O O O O O O
She agreed .,O O O
"In 1991 , Mother Teresa was treated at a California hospital for heart disease and bacterial pneumonia .",O O O I-PER I-PER O O O O I-LOC O O O O O O O O
"In 1993 , she fell in Rome and broke three ribs .",O O O O O O I-LOC O O O O O
"In August the same year , while in New Delhi to receive yet another award , she developed malaria , complicated by her heart and lung problems .",O O O O O O O O I-LOC I-LOC O O O O O O O O O O O O O O O O O O
Last April she fractured her left collar bone .,O O O O O O O O O
"But her increasing frailty , arthritis and failing eyesight has not stopped her travels around the world to mingle with the poor and desperate .",O O O O O O O O O O O O O O O O O O O O O O O O O
